dataset,method,metric,value,z_score,severity,likely_cause,action
GSE130646_muscleHm,scCCVGBen_SSG,CAL,9273.540883418003,2.2649934435114933,low,extreme-z,skip
GSE272457_new,scCCVGBen_EdgeConv,CAL,14032.778726932816,2.2654534545632568,low,extreme-z,skip
GSE143423_lbm_CancerBrainHm,NMF,ASW,0.5980672836303711,2.2655529192473756,low,extreme-z,skip
GSE272457_new,scCCVGBen_Graph,Q_global_tsne,0.8480502576325482,2.2659246985260677,low,extreme-z,skip
hESC_GSE144024,scCCVGBen,overall_quality_tsne,0.8326721994174662,2.267507251105343,low,extreme-z,skip
GSE164378_new,scCCVGBen_Graph,CAL,2038.9307717751087,2.267982252185247,low,extreme-z,skip
GSM6783751_d20-p100_filtered_peak_bc_matrix,PeakVI,noise_resilience_intrin,0.2153266191482544,2.2680122263278104,low,extreme-z,skip
GSE143423_lbm_CancerBrainHm,scCCVGBen,CAL,5571.686358656731,2.2681420855897962,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_SAGE,Q_global_tsne,0.9278438818875204,2.2697003566018203,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_SAGE,overall_quality_tsne,0.8712100995359254,2.2703259357872563,low,extreme-z,skip
dentate,scCCVGBen_Transformer,Q_local_tsne,0.7713035799108493,2.2716744501363473,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_SuperGAT,overall_quality_umap,0.8805824571474755,2.2719144555397586,low,extreme-z,skip
GSM8685155_TKX_filtered_feature_bc_matrix,PeakVI,noise_resilience_intrin,0.2155740976333618,2.272915297916201,low,extreme-z,skip
GSM9040799_HDM-only_filtered_peak_bc_matrix,PeakVI,Q_local_tsne,0.6404999169697446,2.2739936211438847,low,extreme-z,skip
GSE154778_new,scCCVGBen_TAG,overall_quality_intrin,0.8297306280443049,2.274468615010874,low,extreme-z,skip
GSE272457_new,scCCVGBen_Graph,overall_quality_intrin,0.7243879028881913,2.275271509842136,low,extreme-z,skip
GSE273423_new,scCCVGBen_EdgeConv,DAV,1.490375668392668,2.2756101212425266,low,extreme-z,skip
endo,FA,noise_resilience_intrin,0.0268447068389447,2.2763452078892725,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_Cheb,anisotropy_score_intrin,0.5264256016445006,2.27732175529559,low,extreme-z,skip
GSE270891_new,scCCVGBen_SG,DAV,1.1190168610346545,2.280003338276038,low,extreme-z,skip
GSE167597_spineMm,ICA,CAL,881.1901449917253,2.2805770909440404,low,extreme-z,skip
endo,INFO,Q_global_tsne,0.8424595244824157,2.2813926241169185,low,extreme-z,skip
GSE130646_muscleHm,scCCVGBen_ARMA,CAL,3628.5908499037,2.28187186801787,low,extreme-z,skip
GSM9040799_HDM-only_filtered_peak_bc_matrix,PeakVI,Q_local_umap,0.6126564936454378,2.282041260577707,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,PoissonVI,trajectory_directionality_intrin,0.9483907090912688,2.282555487479814,low,extreme-z,skip
GSE139555_new,scCCVGBen_GATv2,noise_resilience_intrin,1.0,2.282898635952832,low,extreme-z,skip
GSE154778_new,scCCVGBen_GATv2,noise_resilience_intrin,1.0,2.282898635952832,low,extreme-z,skip
GSE158803_new,scCCVGBen_GATv2,noise_resilience_intrin,1.0,2.282898635952832,low,extreme-z,skip
GSE164378_new,scCCVGBen_GATv2,noise_resilience_intrin,1.0,2.282898635952832,low,extreme-z,skip
GSE208074_new,scCCVGBen_GATv2,noise_resilience_intrin,1.0,2.282898635952832,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_GATv2,noise_resilience_intrin,1.0,2.282898635952832,low,extreme-z,skip
dentate,scCCVGBen_GATv2,noise_resilience_intrin,1.0,2.282898635952832,low,extreme-z,skip
GSE208074_new,scCCVGBen_Cheb,K_max_umap,728.0,2.2837830049773826,low,extreme-z,skip
GSE139555_new,scCCVGBen_SAGE,Q_global_tsne,0.9283823050338385,2.284501181396638,low,extreme-z,skip
GSE280767_new,scCCVGBen_SuperGAT,K_max_tsne,274.0,2.2878464347557217,low,extreme-z,skip
endo,INFO,distance_correlation_tsne,0.7967136886796234,2.2880072180338464,low,extreme-z,skip
GSE198730_naive_ESC_scATAC_rep1_filtered_peak_bc_matrix,scCCVGBen,DAV,1.6548467872265984,2.2880454925808738,low,extreme-z,skip
GSE235787_bcellsALLHmCancer,NMF,trajectory_directionality_intrin,0.3677976701249376,2.2885436664971968,low,extreme-z,skip
GSE154778_new,scCCVGBen_SG,participation_ratio_intrin,0.8498532272204563,2.288877874924214,low,extreme-z,skip
GSE273423_new,scCCVGBen_Graph,Q_global_tsne,0.8487753230506095,2.289102817045108,low,extreme-z,skip
GSE130430_new,scCCVGBen_TAG,trajectory_directionality_intrin,0.762131384245097,2.289107600075619,low,extreme-z,skip
GSM7884540_D013_13_lobe_atac_filtered_peak_bc_matrix,PeakVI,CAL,929.0070693939346,2.291134914556924,low,extreme-z,skip
GSE208074_new,scCCVGBen_Cheb,anisotropy_score_intrin,0.5270957014781762,2.292346025058282,low,extreme-z,skip
GSE163558_new,scCCVGBen_ARMA,manifold_dimensionality_intrin,0.7954159205585078,2.29280188392074,low,extreme-z,skip
wtko,INFO,DAV,1.9750996815802708,2.293762932223556,low,extreme-z,skip
endo,scVI,Q_global_tsne,0.7426005022887047,2.293895618400649,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_GIN,ASW,0.8798148036003113,2.2942753955662165,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_GATv2,overall_quality_tsne,0.8803090292265686,2.294508426955178,low,extreme-z,skip
GSE139555_new,scCCVGBen_GCN,Q_global_umap,0.9355226647479424,2.2949185399298853,low,extreme-z,skip
GSE117988_MCCPBMCCancer,INFO,manifold_dimensionality_intrin,0.6287948332468277,2.294943473093538,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_GATv2,spectral_decay_rate_intrin,0.6957718833681217,2.2957237518246374,low,extreme-z,skip
GSE273423_new,scCCVGBen_Graph,K_max_tsne,198.0,2.29691600755067,low,extreme-z,skip
GSE155249_new,scCCVGBen_SuperGAT,overall_quality_intrin,0.7727861648891572,2.297510399190128,low,extreme-z,skip
GSE216673_new,scCCVGBen_SuperGAT,Q_global_umap,0.929119438740578,2.297665211666887,low,extreme-z,skip
GSM8397466_WT1_filtered_peak_bc_matrix,LSI,spectral_decay_rate_intrin,0.601035148080598,2.298500879234399,low,extreme-z,skip
GSE125449_new,scCCVGBen_Transformer,ASW,0.6278378367424011,2.2988546503524288,low,extreme-z,skip
GSE198730_naive_ESC_scATAC_rep1_filtered_peak_bc_matrix,PoissonVI,trajectory_directionality_intrin,0.9520122546830082,2.2996621980150826,low,extreme-z,skip
hemato,scVI,Q_global_tsne,0.7427438309656371,2.3000805266185935,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_GAT,Q_local_umap,0.8066615307125459,2.3006742331493717,low,extreme-z,skip
GSM7062449_D8-2_filtered_peak_bc_matrix,PeakVI,anisotropy_score_intrin,0.4803393720437171,2.3018025108038374,low,extreme-z,skip
GSE154778_new,scCCVGBen_GAT,manifold_dimensionality_intrin,0.8904573693707265,2.3031103629792273,low,extreme-z,skip
GSE220840_new,scCCVGBen_Cheb,K_max_umap,731.0,2.3036103202225795,low,extreme-z,skip
GSM6214535_4_SI_IEL_filtered_peak_bc_matrix,scCCVGBen,CAL,7498.800411903593,2.303835495506816,low,extreme-z,skip
GSE208074_new,scCCVGBen_SSG,anisotropy_score_intrin,0.6249428598477155,2.3100835529709323,low,extreme-z,skip
GSE208074_new,scCCVGBen_Graph,distance_correlation_tsne,0.8174860735045121,2.3117950311619784,low,extreme-z,skip
GSM5975167_scA_101_filtered_peak_bc_matrix,PoissonVI,anisotropy_score_intrin,0.845089685352389,2.3120678681610305,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,ICA,K_max_umap,274.0,2.3123213895399664,low,extreme-z,skip
GSE208074_new,scCCVGBen_Transformer,anisotropy_score_intrin,0.6341213142712807,2.3137698305804544,low,extreme-z,skip
GSM6783751_d20-p100_filtered_peak_bc_matrix,PeakVI,trajectory_directionality_intrin,0.4891888269555273,2.3165899610761334,low,extreme-z,skip
GSE272457_new,scCCVGBen_GAT,overall_quality_intrin,0.7910956985166526,2.3178442400802006,low,extreme-z,skip
GSE226131_HSCMmAged,ICA,distance_correlation_umap,0.7650257955899692,2.319971430278145,low,extreme-z,skip
GSE117988_MCCTumorCancer,scCCVGBen,K_max_umap,263.0,2.3210900569144264,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_Transformer,Q_global_tsne,0.9316673920064632,2.322490519451938,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_GATv2,overall_quality_intrin,0.7820757244732355,2.3232753156547186,low,extreme-z,skip
GSE216673_new,scCCVGBen_SuperGAT,overall_quality_umap,0.8834228067376166,2.323964534147441,low,extreme-z,skip
GSE232938_new,scCCVGBen_Transformer,trajectory_directionality_intrin,0.7660676297764841,2.325451261514167,low,extreme-z,skip
endo,INFO,overall_quality_tsne,0.7628197039701642,2.326954803927844,low,extreme-z,skip
GSE155249_new,scCCVGBen_SuperGAT,trajectory_directionality_intrin,0.6930874532722197,2.327634013507857,low,extreme-z,skip
GSM7062449_D8-2_filtered_peak_bc_matrix,PeakVI,overall_quality_umap,0.7815305513745585,2.3300383256746198,low,extreme-z,skip
GSM8397466_WT1_filtered_peak_bc_matrix,LSI,ASW,0.32633507,2.330077261679011,low,extreme-z,skip
GSE208074_new,scCCVGBen_Graph,spectral_decay_rate_intrin,0.6972077090155102,2.3310735198036694,low,extreme-z,skip
GSE154778_new,scCCVGBen_SSG,participation_ratio_intrin,0.8503877971047831,2.331790609503491,low,extreme-z,skip
GSE130148_LungHmDev,FA,overall_quality_intrin,0.1337964104406598,2.331837650702963,low,extreme-z,skip
GSE164378_new,scCCVGBen_ARMA,CAL,3673.1984633675593,2.3326284710261227,low,extreme-z,skip
GSE216673_new,scCCVGBen_SAGE,Q_global_tsne,0.9301618103317756,2.3334183691444697,low,extreme-z,skip
GSE232938_new,scCCVGBen_TAG,trajectory_directionality_intrin,0.7671020443338047,2.333871417626889,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_SuperGAT,Q_local_umap,0.7979336565375432,2.335273556414582,low,extreme-z,skip
lung,PCA,trajectory_directionality_intrin,0.528231588882167,2.3354934741810722,low,extreme-z,skip
GSE283554_new,scCCVGBen_GATv2,ASW,0.7481459975242615,2.3358218069459826,low,extreme-z,skip
GSE168181_BreastHmCancer,NMF,ASW,0.6053395867347717,2.3364220296816094,low,extreme-z,skip
GSE155109_bcECHmCancer,FA,DAV,1.5031390657794192,2.338558851919604,low,extreme-z,skip
GSE165844_LSKMmBatch,scCCVGBen_GATv2,K_max_umap,287.0,2.3386724472865064,low,extreme-z,skip
GSE273423_new,scCCVGBen_GIN,CAL,21776.06612369887,2.339206604450495,low,extreme-z,skip
GSE208074_new,scCCVGBen_GCN,trajectory_directionality_intrin,0.7154329332721633,2.3403149796999907,low,extreme-z,skip
GSE272457_new,scCCVGBen_SSG,spectral_decay_rate_intrin,0.7059071681675069,2.3409766836986456,low,extreme-z,skip
GSE98638_TcellLiverHmCancer,highBeta,DAV,2.024269635410278,2.3413531849721725,low,extreme-z,skip
GSE130430_new,scCCVGBen_SG,overall_quality_intrin,0.8064982077251581,2.34177289506112,low,extreme-z,skip
GSM7734290_Naive_filtered_peak_bc_matrix,PoissonVI,trajectory_directionality_intrin,0.9610510065198526,2.342357590729649,low,extreme-z,skip
GSE117988_MCCTumorCancer,NMF,K_max_tsne,309.0,2.342804010765536,low,extreme-z,skip
GSE168181_BreastHmCancer,KPCA,K_max_tsne,446.0,2.342907699376769,low,extreme-z,skip
GSE167597_spineMm,ICA,ASW,0.4746054708957672,2.343321199384791,low,extreme-z,skip
GSE168181_BreastHmCancer,KPCA,ASW,0.5107649564743042,2.343965144188987,low,extreme-z,skip
GSE139555_new,scCCVGBen_GIN,K_max_tsne,599.0,2.3445939981293757,low,extreme-z,skip
GSM7062449_D8-2_filtered_peak_bc_matrix,PeakVI,CAL,940.40334033342,2.345396447596667,low,extreme-z,skip
endo,KPCA,Q_global_umap,0.8848070468979884,2.346279668266707,low,extreme-z,skip
GSE175814_new,scCCVGBen_GATv2,ASW,0.749443531036377,2.347241255283473,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_Cheb,spectral_decay_rate_intrin,0.6347608187399796,2.34744897950753,low,extreme-z,skip
endo,DICL,anisotropy_score_intrin,0.519690076464522,2.349067595064382,low,extreme-z,skip
GSE273423_new,scCCVGBen_SAGE,K_max_tsne,448.0,2.349239853444355,low,extreme-z,skip
GSM8900551_sample4_ATAC_filtered_peak_bc_matrix,scCCVGBen,DAV,1.6686119937177648,2.351002535170534,low,extreme-z,skip
GSM7884543_D030_13_macular_atac_filtered_peak_bc_matrix,PoissonVI,DAV,1.5180374771808287,2.351007282149786,low,extreme-z,skip
GSE264586_new,scCCVGBen_SSG,spectral_decay_rate_intrin,0.7063524782838784,2.351745068086774,low,extreme-z,skip
GSE139555_new,scCCVGBen_Transformer,Q_global_tsne,0.9328878015818542,2.352092890555419,low,extreme-z,skip
hemato,scCCVGBen,trajectory_directionality_intrin,0.5033531886878356,2.3530241682642994,low,extreme-z,skip
GSE139555_new,scCCVGBen_GAT,overall_quality_tsne,0.8571457185850995,2.3532211984265765,low,extreme-z,skip
GSE143423_lbm_CancerBrainHm,scCCVGBen_EdgeConv,manifold_dimensionality_intrin,0.8874770632180499,2.3550464434004343,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_Transformer,overall_quality_tsne,0.8760077676124617,2.355381155528587,low,extreme-z,skip
GSE168181_BreastHmCancer,scCCVGBen_ARMA,CAL,3694.42489701344,2.3567808876694802,low,extreme-z,skip
GSE130646_muscleHm,scCCVGBen_Transformer,CAL,8620.105769452533,2.3571162882914125,low,extreme-z,skip
GSE139324_new,scCCVGBen_GCN,noise_resilience_intrin,1.0,2.358343815184743,low,extreme-z,skip
GSE139555_new,scCCVGBen_GCN,noise_resilience_intrin,1.0,2.358343815184743,low,extreme-z,skip
GSE145926_new,scCCVGBen_GCN,noise_resilience_intrin,1.0,2.358343815184743,low,extreme-z,skip
GSE154778_new,scCCVGBen_GCN,noise_resilience_intrin,1.0,2.358343815184743,low,extreme-z,skip
GSE167118_new,scCCVGBen_GCN,noise_resilience_intrin,1.0,2.358343815184743,low,extreme-z,skip
GSE190604_new,scCCVGBen_GCN,noise_resilience_intrin,1.0,2.358343815184743,low,extreme-z,skip
GSE208074_new,scCCVGBen_GCN,noise_resilience_intrin,1.0,2.358343815184743,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_GCN,noise_resilience_intrin,1.0,2.358343815184743,low,extreme-z,skip
hemato,NMF,manifold_dimensionality_intrin,0.5165415501109812,2.35850966488728,low,extreme-z,skip
lung,scCCVGBen_SG,K_max_umap,344.0,2.3598817615606507,low,extreme-z,skip
GSE117988_MCCPBMCCancer,scCCVGBen_GAT,K_max_tsne,298.0,2.3600615094873003,low,extreme-z,skip
GSE154778_new,scCCVGBen_GCN,trajectory_directionality_intrin,0.7175234243593133,2.360878008573324,low,extreme-z,skip
GSE272457_new,scCCVGBen_GATv2,trajectory_directionality_intrin,0.7173316450840467,2.3619165972564065,low,extreme-z,skip
GSE139324_new,scCCVGBen_SAGE,anisotropy_score_intrin,0.6206894448020516,2.3633724418960855,low,extreme-z,skip
GSE213469_filtered_peak_bc_matrix,LSI,noise_resilience_intrin,0.3365695476531982,2.363960001390515,low,extreme-z,skip
lung,scCCVGBen_SSG,K_max_tsne,399.0,2.3653342373439985,low,extreme-z,skip
GSE165844_LSKMmBatch,scCCVGBen_SuperGAT,K_max_tsne,280.0,2.365845721799055,low,extreme-z,skip
GSE273423_new,scCCVGBen_SAGE,DAV,1.2582211411734852,2.3662184694582553,low,extreme-z,skip
GSE139555_new,scCCVGBen_SG,Q_global_tsne,0.9141517812923732,2.366502055376501,low,extreme-z,skip
GSE168181_BreastHmCancer,PCA,K_max_tsne,446.0,2.36708224344842,low,extreme-z,skip
GSE145926_new,scCCVGBen_Cheb,noise_resilience_intrin,0.7500430107116699,2.3675837481933337,low,extreme-z,skip
endo,scCCVGBen_Graph,overall_quality_tsne,0.7650565291477167,2.368156288920731,low,extreme-z,skip
GSE163558_new,scCCVGBen_GIN,overall_quality_umap,0.8321008247254511,2.368498088711187,low,extreme-z,skip
GSE115571_LPSMmDev,highBeta,K_max_umap,454.0,2.369899723679715,low,extreme-z,skip
GSE208074_new,scCCVGBen_Transformer,CAL,8648.74894795644,2.370839904391104,low,extreme-z,skip
hemato,TC,trajectory_directionality_intrin,0.3950027589999979,2.376648887559582,low,extreme-z,skip
GSE273423_new,scCCVGBen_TAG,DAV,1.2347898541436304,2.3782099772880545,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_Transformer,Q_local_umap,0.7838451678404204,2.3787862373448148,low,extreme-z,skip
GSE138709_LiverCancer,TSVD,CAL,2008.586593599932,2.3795972170296547,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen,DAV,1.137924969583425,2.3799463942028716,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_SSG,anisotropy_score_intrin,0.6283883316914399,2.379981934292515,low,extreme-z,skip
GSE272457_new,scCCVGBen_SSG,CAL,9535.639096033616,2.3801274680402638,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,FA,spectral_decay_rate_intrin,0.3451353415435647,2.3823439886751894,low,extreme-z,skip
GSE145929_ProgastinMmDev,scCCVGBen_GIN,DAV,1.1130240798610354,2.3832266322730162,low,extreme-z,skip
GSM7471120_Day10-WT-OT-I_filtered_peak_bc_matrix,PoissonVI,K_max_umap,473.0,2.383271953751599,low,extreme-z,skip
lung,TSVD,trajectory_directionality_intrin,0.5319332784319183,2.383738705703823,low,extreme-z,skip
GSE130646_muscleHm,scCCVGBen_GCN,anisotropy_score_intrin,0.6085524664997046,2.384886822066335,low,extreme-z,skip
GSE139555_new,scCCVGBen_SuperGAT,overall_quality_tsne,0.8555175290029426,2.388588468879157,low,extreme-z,skip
GSE173193_new,scCCVGBen_EdgeConv,manifold_dimensionality_intrin,0.8897717880611831,2.39124563833612,low,extreme-z,skip
GSE123813_bccHmCancer,FA,CAL,1524.2158702973893,2.3921466457725384,low,extreme-z,skip
GSE117988_MCCTumorCancer,FA,K_max_umap,320.0,2.392706742923879,low,extreme-z,skip
GSE123902_LungAdreHmCancer,scCCVGBen_SAGE,K_max_umap,421.0,2.393543264091284,low,extreme-z,skip
GSM6432741_E14.5_Fev_High_filtered_peak_bc_matrix,PoissonVI,spectral_decay_rate_intrin,0.8095031749781236,2.3936575770488786,low,extreme-z,skip
GSM6432741_E14.5_Fev_High_filtered_peak_bc_matrix,PoissonVI,trajectory_directionality_intrin,0.9720252974361075,2.3941956839632144,low,extreme-z,skip
lung,KPCA,trajectory_directionality_intrin,0.5282315358184266,2.396295425679552,low,extreme-z,skip
hemato,scVI,Q_global_umap,0.7487867919195318,2.397265717121376,low,extreme-z,skip
hemato,TC,noise_resilience_intrin,0.1627359747886657,2.3991332710740565,low,extreme-z,skip
GSE283554_new,scCCVGBen_Cheb,ASW,0.5451635718345642,2.399695356824841,low,extreme-z,skip
GSE139555_new,scCCVGBen_TAG,Q_global_tsne,0.9303513353158228,2.3997519425577383,low,extreme-z,skip
GSE155109_bcECHmCancer,scCCVGBen_EdgeConv,DAV,1.514274839573465,2.4000164693465793,low,extreme-z,skip
GSE167118_new,scCCVGBen_Graph,manifold_dimensionality_intrin,0.8690454998684826,2.404738270644089,low,extreme-z,skip
GSE168181_BreastHmCancer,KPCA,K_max_umap,448.0,2.405454821430428,low,extreme-z,skip
GSE274905_new,scCCVGBen_GATv2,K_max_tsne,293.0,2.405969108982543,low,extreme-z,skip
GSE197177_new,scCCVGBen_ARMA,K_max_umap,556.0,2.406131411313655,low,extreme-z,skip
GSM9040799_HDM-only_filtered_peak_bc_matrix,LSI,CAL,1312.168404746374,2.4063211720702316,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_SuperGAT,Q_global_umap,0.9340864772038936,2.407738607967489,low,extreme-z,skip
GSM7471120_Day10-WT-OT-I_filtered_peak_bc_matrix,PoissonVI,K_max_tsne,476.0,2.410479065289281,low,extreme-z,skip
GSE168181_BreastHmCancer,TSVD,K_max_tsne,445.0,2.412845249470478,low,extreme-z,skip
GSE208074_new,scCCVGBen_Graph,Q_global_tsne,0.8526874565221501,2.414161730360972,low,extreme-z,skip
wtko,NMF,participation_ratio_intrin,0.5766581235373156,2.4141786331255664,low,extreme-z,skip
GSE168181_BreastHmCancer,PCA,K_max_umap,447.0,2.4146639131066125,low,extreme-z,skip
GSE139555_new,scCCVGBen_GATv2,Q_global_tsne,0.9224411328354484,2.4152133387208283,low,extreme-z,skip
GSM6638254_filtered_peak_bc_matrix,PoissonVI,trajectory_directionality_intrin,0.9766822374000922,2.416193177002021,low,extreme-z,skip
GSE139324_new,scCCVGBen_Cheb,trajectory_directionality_intrin,0.6651759534888547,2.4167936299378927,low,extreme-z,skip
GSE117988_MCCTumorCancer,scVI,K_max_tsne,329.0,2.416819400818125,low,extreme-z,skip
GSE120505_bloodAged,scCCVGBen_GATv2,CAL,13270.20893197701,2.4169606448869887,low,extreme-z,skip
GSE117988_MCCTumorCancer,FA,Q_global_tsne,0.8211958513240075,2.417930924868899,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_SuperGAT,trajectory_directionality_intrin,0.7015159173923691,2.4196558039136637,low,extreme-z,skip
GSE117988_MCCPBMCCancer,scCCVGBen_GAT,K_max_tsne,303.0,2.4199257972540624,low,extreme-z,skip
GSM5769453_WT_S_filtered_peak_bc_matrix,PoissonVI,trajectory_directionality_intrin,0.9784054140015368,2.424332763423161,low,extreme-z,skip
GSE186344_new,scCCVGBen_EdgeConv,ASW,0.5885938405990601,2.4244988069650706,low,extreme-z,skip
GSE159519_new,scCCVGBen_GCN,trajectory_directionality_intrin,0.7244311285107108,2.4288253539539157,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_SG,CAL,9241.57730010191,2.4304482811140002,low,extreme-z,skip
GSE143423_lbm_CancerBrainHm,scCCVGBen_SSG,CAL,9650.95001174604,2.4307810366608926,low,extreme-z,skip
GSE273423_new,scCCVGBen_Graph,manifold_dimensionality_intrin,0.8714104150369736,2.432495461547388,low,extreme-z,skip
GSE208074_new,scCCVGBen_Graph,anisotropy_score_intrin,0.5675369604013953,2.4343823963732447,low,extreme-z,skip
GSE139324_new,scCCVGBen_Cheb,overall_quality_intrin,0.6848451578082224,2.4352408745661998,low,extreme-z,skip
GSE273423_new,scCCVGBen_Cheb,K_max_umap,751.0,2.435792421857226,low,extreme-z,skip
GSE154778_new,scCCVGBen_Cheb,noise_resilience_intrin,0.7623899459838868,2.4367675475341963,low,extreme-z,skip
GSE139555_new,scCCVGBen_GAT,K_max_tsne,305.0,2.4438715123607673,low,extreme-z,skip
GSE117988_MCCPBMCCancer,scCCVGBen,K_max_tsne,302.0,2.4453073467338404,low,extreme-z,skip
GSE270891_new,scCCVGBen_Graph,DAV,1.418161336595387,2.445920316213215,low,extreme-z,skip
GSM8517035_scATAC_P28_Dlx_ALM_rep1_filtered_peak_bc_matrix,LSI,ASW,0.33412513,2.446170719376693,low,extreme-z,skip
GSE208074_new,scCCVGBen_SuperGAT,CAL,13342.328367551358,2.446293170102177,low,extreme-z,skip
GSE117988_MCCTumorCancer,ICA,K_max_umap,280.0,2.4467349985849176,low,extreme-z,skip
GSE272457_new,scCCVGBen_SuperGAT,anisotropy_score_intrin,0.6199394407378748,2.447371556693558,low,extreme-z,skip
GSE213469_filtered_peak_bc_matrix,LSI,anisotropy_score_intrin,0.4507142211607234,2.4473891943631525,low,extreme-z,skip
GSE173193_new,scCCVGBen_ARMA,K_max_tsne,516.0,2.449022885460798,low,extreme-z,skip
GSE159519_new,scCCVGBen_TAG,trajectory_directionality_intrin,0.7800620626795518,2.4505842658878443,low,extreme-z,skip
GSE168181_BreastHmCancer,INFO,K_max_tsne,409.0,2.4517125958635027,low,extreme-z,skip
GSE117988_MCCPBMCCancer,scCCVGBen_GAT,CAL,12999.354095681862,2.4545490971697794,low,extreme-z,skip
GSM7040827_P1723_Pre_filtered_peak_bc_matrix,PoissonVI,CAL,9668.37300405754,2.455701776407027,low,extreme-z,skip
GSE115571_LPSMmDev,TC,K_max_umap,472.0,2.455713758289651,low,extreme-z,skip
GSE117988_MCCPBMCCancer,scCCVGBen_GATv2,K_max_tsne,297.0,2.4560805447730747,low,extreme-z,skip
GSE154778_new,scCCVGBen_SuperGAT,trajectory_directionality_intrin,0.7048953150847932,2.4565519954044346,low,extreme-z,skip
GSM5766892_d0-ctrl_filtered_peak_bc_matrix,LSI,DAV,2.4391510498695506,2.4565869831656006,low,extreme-z,skip
GSE143423_lbm_CancerBrainHm,DICL,CAL,2930.992426133058,2.4567587178547643,low,extreme-z,skip
GSE130430_new,scCCVGBen_Transformer,trajectory_directionality_intrin,0.7816965569942264,2.456840345420192,low,extreme-z,skip
wtko,NMF,manifold_dimensionality_intrin,0.5217027195056093,2.4570273692432507,low,extreme-z,skip
GSM6638254_filtered_peak_bc_matrix,PoissonVI,spectral_decay_rate_intrin,0.8149317779056833,2.457407900230909,low,extreme-z,skip
lung,scCCVGBen_Transformer,K_max_tsne,454.0,2.459050461725464,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_SSG,participation_ratio_intrin,0.8573504131791906,2.459304629824966,low,extreme-z,skip
GSE154778_new,scCCVGBen_SuperGAT,overall_quality_intrin,0.7883798512655131,2.459651479685306,low,extreme-z,skip
GSE225857_liverColonMetasisHmCancer,scVI,CAL,389.11037645631967,2.459952948488036,low,extreme-z,skip
GSE235787_bcellsALLHmCancer,NMF,noise_resilience_intrin,0.1488689661026001,2.4600055292191727,low,extreme-z,skip
GSE208074_new,scCCVGBen_Graph,trajectory_directionality_intrin,0.7913097093210678,2.4618888878480845,low,extreme-z,skip
GSE220840_new,scCCVGBen_GCN,K_max_umap,418.0,2.4620320577367596,low,extreme-z,skip
GSE117988_MCCPBMCCancer,scCCVGBen_GAT,K_max_umap,296.0,2.465325107767243,low,extreme-z,skip
GSE154778_new,scCCVGBen_GAT,participation_ratio_intrin,0.8715377749758175,2.465503535398789,low,extreme-z,skip
GSE273423_new,scCCVGBen_SAGE,trajectory_directionality_intrin,0.7668689286930754,2.467001281606747,low,extreme-z,skip
GSE220840_new,scCCVGBen_GCN,DAV,1.325366946848627,2.4675377977782045,low,extreme-z,skip
GSE154778_new,scCCVGBen_SG,anisotropy_score_intrin,0.6335048249085392,2.4709050913699238,low,extreme-z,skip
endo,scVI,Q_global_umap,0.7504088840617327,2.4738061886371603,low,extreme-z,skip
GSE272457_new,scCCVGBen_SG,anisotropy_score_intrin,0.6336762514728366,2.474605547250249,low,extreme-z,skip
GSE208074_new,scCCVGBen_Graph,overall_quality_tsne,0.7688077553923259,2.4752128520313574,low,extreme-z,skip
dentate,PCA,noise_resilience_intrin,0.2226916313171386,2.4755131594233446,low,extreme-z,skip
GSM7884549_D009_13_lobe_atac_filtered_peak_bc_matrix,LSI,CAL,1332.37813835561,2.475541747022341,low,extreme-z,skip
GSE213469_filtered_peak_bc_matrix,LSI,manifold_dimensionality_intrin,0.6685495027266906,2.4771925294405164,low,extreme-z,skip
GSE273423_new,scCCVGBen_GATv2,DAV,1.2530391133463272,2.478424210125473,low,extreme-z,skip
